sex,age,householdposition,householdsize,prevresidence,citizenship,countrybirth,edu,economicstate,curecoactivity,maritial,occupation
1,0,1110,126,1,1,1,3,111,135,1,2_1
2,0,1110,113,1,1,1,3,111,138,1,5_4_9
1,1,1121,112,1,1,1,3,111,122,2,2_1
1,0,1210,111,1,1,1,1,111,135,1,5_4_9
1,0,1122,125,1,1,1,1,120,131,2,2_1
1,0,1132,113,1,1,1,5,111,133,1,5_4_9
1,0,1122,125,1,1,1,5,111,137,2,2_1
2,1,1131,112,1,1,1,5,111,137,4,2_1
1,1,1131,112,1,1,1,5,111,136,4,2_1
2,0,1131,112,1,1,1,5,111,135,1,2_1
2,0,1121,112,1,1,1,3,120,131,2,2_1
2,0,1122,114,1,1,1,3,111,138,2,5_4_9
1,0,1121,112,1,1,1,2,111,132,2,5_4_9
1,0,1131,112,1,1,1,3,111,122,1,5_4_9
1,1,1122,125,1,1,1,2,120,133,2,5_4_9
2,0,1110,114,1,1,1,5,111,135,1,2_1
2,0,1140,112,1,1,1,5,111,135,1,5_4_9
2,0,1122,113,1,1,1,3,111,131,2,5_4_9
1,0,1131,112,1,1,1,3,111,136,1,5_4_9
2,0,1110,113,2,1,1,4,111,131,1,5_4_9
1,0,1121,112,1,1,1,5,111,135,2,2_1
2,0,1132,114,1,1,1,5,111,138,1,2_1
1,0,1122,113,1,1,1,3,111,131,2,2_1
1,1,1132,114,1,1,1,3,111,135,4,2_1
1,0,1122,114,1,1,1,3,111,122,2,5_4_9
1,0,1121,112,1,1,2,3,111,122,2,2_1
1,0,1210,111,1,1,1,3,111,136,1,5_4_9
2,0,1110,113,1,1,1,2,111,135,1,5_4_9
2,0,1122,113,1,1,1,3,111,131,2,5_4_9
2,1,1122,113,1,1,1,2,111,124,2,5_4_9
1,1,1121,112,1,1,1,3,111,122,2,2_1
2,1,1210,111,1,1,1,2,111,124,4,2_1
1,0,1110,113,1,1,1,2,111,135,1,5_4_9
1,1,1122,113,1,1,1,2,111,136,2,5_4_9
1,0,1131,112,1,1,1,5,111,133,1,2_1
2,0,1121,112,1,1,1,3,111,124,2,5_4_9
2,0,1131,112,1,1,1,5,111,131,1,5_4_9
1,0,1110,113,1,1,1,5,112,135,1,5_4_9
2,0,1122,125,1,1,1,3,111,135,2,5_4_9
2,0,1210,111,1,1,1,3,111,131,1,5_4_9
2,1,1131,112,1,1,1,5,111,137,1,2_1
2,0,1122,125,1,1,1,1,111,138,2,5_4_9
1,0,1110,114,1,1,1,2,111,131,1,5_4_9
1,1,1122,125,1,1,1,5,111,137,2,2_1
2,0,1140,112,1,1,1,2,111,122,4,5_4_9
2,1,1122,114,1,1,1,3,111,132,2,5_4_9
2,1,1122,113,1,1,1,5,111,139,2,2_1
2,0,1122,114,1,1,1,5,111,139,2,2_1
2,0,1122,125,1,1,1,1,111,131,2,5_4_9
2,0,1122,113,1,1,1,2,111,131,2,5_4_9
2,0,1110,125,1,1,1,1,112,135,1,5_4_9
1,0,1122,113,1,1,1,1,111,124,2,2_1
2,0,1122,114,1,1,1,5,111,137,2,2_1
1,0,1122,114,1,1,3,3,111,138,2,2_1
2,0,1122,114,1,1,1,2,111,135,2,5_4_9
1,1,1210,111,1,1,1,3,111,131,1,5_4_9
2,1,1140,112,1,1,1,2,111,132,4,5_4_9
2,1,1140,112,1,1,1,2,120,131,3,2_1
2,0,1122,114,1,1,3,1,111,139,2,5_4_9
1,1,1122,113,1,1,1,5,111,137,2,2_1
2,0,1122,114,1,1,1,5,111,135,2,2_1
1,1,1122,114,1,1,1,2,111,124,2,5_4_9
2,0,1131,112,1,1,1,3,111,134,1,5_4_9
2,0,1122,126,1,1,1,2,111,131,2,5_4_9
2,0,1122,114,1,1,1,2,120,111,2,2_1
1,1,1122,114,1,1,1,2,111,136,2,2_1
2,1,1122,114,1,1,1,1,111,133,2,5_4_9
2,1,1122,114,1,1,1,5,111,137,2,2_1
1,1,1122,113,1,1,1,1,111,124,2,2_1
2,1,1140,112,1,2,2,3,111,138,4,5_4_9
1,0,1122,114,1,1,1,5,111,133,2,2_1
2,0,1122,113,1,1,1,2,111,131,2,5_4_9
2,0,1132,114,1,1,3,2,111,137,4,5_4_9
1,1,1210,111,1,1,1,3,111,122,4,2_1
1,0,1210,111,1,1,1,2,111,139,1,5_4_9
2,0,1110,125,1,1,1,1,112,135,1,5_4_9
1,1,1122,114,1,1,1,2,111,138,2,2_1
2,0,1122,114,1,1,1,3,111,131,2,5_4_9
1,1,1121,112,1,1,1,2,111,131,2,2_1
1,1,1122,114,1,2,2,2,111,136,2,2_1
1,1,1122,113,1,1,1,3,111,124,2,2_1
1,0,1122,113,1,1,1,5,111,139,2,2_1
1,1,1121,112,1,1,1,3,111,135,2,2_1
1,0,1122,113,1,1,1,5,111,138,2,2_1
2,0,1122,114,1,1,1,3,111,122,2,5_4_9
1,1,1122,113,1,1,1,2,111,122,2,2_1
2,0,1110,113,1,1,1,2,111,131,1,5_4_9
1,0,1110,113,1,1,1,2,112,131,1,5_4_9
1,1,1121,112,1,1,1,5,111,136,2,2_1
1,0,1131,112,1,1,1,3,111,132,1,5_4_9
2,1,1121,112,1,1,1,3,111,135,2,5_4_9
2,0,1210,111,1,1,1,3,111,135,1,5_4_9
2,0,1110,113,1,1,1,3,111,135,1,5_4_9
2,1,1210,111,1,1,1,1,111,138,4,5_4_9
2,0,1140,113,1,1,3,1,111,135,4,5_4_9
1,0,1110,113,1,1,1,1,111,135,1,5_4_9
2,0,1122,114,1,1,1,2,111,139,2,5_4_9
1,0,1122,114,1,1,1,5,111,133,2,2_1
2,0,1210,111,1,1,1,3,112,135,1,5_4_9
2,0,1121,112,1,1,1,2,111,131,2,5_4_9
2,0,1122,125,1,1,1,2,111,131,2,5_4_9
2,0,1110,125,1,1,1,2,112,131,1,5_4_9
1,0,1110,112,1,1,1,3,111,131,1,5_4_9
2,0,1122,114,1,1,2,1,111,135,2,5_4_9
2,0,1131,112,1,1,1,3,111,131,1,5_4_9
2,0,1122,125,1,1,1,3,111,138,2,2_1
2,0,1122,114,1,1,1,3,111,132,2,5_4_9
1,1,1122,114,1,1,1,3,111,131,2,2_1
1,0,1122,114,1,1,1,3,111,136,2,2_1
2,0,1210,111,1,1,1,5,111,135,1,2_1
1,1,1122,114,1,1,1,4,111,136,2,5_4_9
2,0,1140,113,1,1,1,1,111,137,4,5_4_9
2,1,1121,112,1,1,1,2,111,131,2,5_4_9
1,0,1122,113,1,1,2,5,111,133,2,5_4_9
2,0,1122,114,1,1,1,3,111,138,2,5_4_9
2,0,1121,112,1,1,1,3,111,138,2,5_4_9
2,0,1122,114,1,1,1,5,111,137,2,2_1
1,1,1121,112,1,1,1,5,111,137,2,2_1
2,1,1121,112,1,1,1,3,111,122,2,5_4_9
2,0,1122,114,1,1,1,3,111,139,2,5_4_9
1,1,1122,114,1,1,1,5,111,122,2,2_1
2,1,1121,112,1,1,1,3,111,137,2,5_4_9
2,0,1110,114,1,1,1,3,111,138,1,5_4_9
2,1,1122,113,1,1,1,5,111,137,2,2_1
1,0,1121,112,1,1,1,5,111,134,2,2_1
1,1,1122,114,1,1,1,5,111,122,2,2_1
2,0,1122,114,1,1,1,2,111,138,2,5_4_9
1,1,1121,112,1,1,1,1,111,124,2,5_4_9
1,0,1110,114,1,1,1,1,112,139,1,5_4_9
1,1,1122,125,1,1,1,2,120,124,2,2_1
1,1,1131,112,2,1,1,3,120,132,2,2_1
1,0,1122,114,1,1,1,3,120,135,2,2_1
1,1,1122,114,1,1,1,4,111,136,2,5_4_9
1,1,1121,112,1,1,1,2,111,137,2,5_4_9
2,0,1131,112,1,1,1,3,112,139,1,2_1
1,1,1122,113,1,1,1,3,111,136,2,5_4_9
1,0,1110,114,1,1,1,2,112,132,1,5_4_9
1,0,1122,125,1,1,1,3,120,111,2,2_1
2,0,1121,112,1,1,1,2,111,131,2,5_4_9
1,1,1121,112,1,1,1,5,111,137,2,2_1
1,1,1122,126,1,1,1,3,111,122,2,2_1
2,1,1131,112,1,1,1,1,111,138,4,5_4_9
1,1,1122,113,1,1,1,1,120,111,2,2_1
1,0,1121,112,1,1,1,3,111,131,2,2_1
2,0,1131,112,1,1,2,3,111,122,1,5_4_9
1,1,1122,113,1,1,1,2,111,131,2,2_1
2,0,1122,113,1,1,1,5,111,135,2,2_1
1,0,1121,112,1,1,1,3,120,139,2,2_1
2,0,1121,112,1,1,1,3,111,122,2,5_4_9
1,0,1131,112,1,1,1,3,111,135,1,5_4_9
1,0,1110,112,1,1,1,3,111,135,1,5_4_9
2,1,1122,113,1,1,1,2,111,122,2,5_4_9
1,1,1220,113,1,1,1,3,111,136,4,5_4_9
1,1,1131,112,1,1,1,5,111,137,4,2_1
2,0,1122,113,1,1,1,4,111,138,2,2_1
1,0,1110,113,1,1,1,5,111,136,1,5_4_9
1,0,1121,112,1,1,1,5,111,124,2,2_1
2,0,1122,125,1,1,1,1,111,138,2,5_4_9
2,0,1122,125,1,1,1,3,111,131,2,5_4_9
1,0,1110,114,1,2,1,1,111,131,1,5_4_9
2,1,1121,112,1,1,1,2,111,138,2,5_4_9
1,0,1210,111,2,1,1,5,111,135,1,2_1
2,0,1210,111,1,1,1,5,111,138,1,2_1
2,0,1121,112,1,1,1,5,111,137,2,2_1
1,0,1122,113,1,2,2,5,111,135,2,2_1
2,0,1210,111,1,1,1,3,112,135,1,5_4_9
1,0,1132,113,1,3,3,3,111,133,1,5_4_9
1,0,1210,111,1,1,1,5,111,133,1,2_1
1,0,1131,112,1,1,1,2,111,135,1,5_4_9
2,1,1121,114,1,1,1,1,111,131,2,5_4_9
2,0,1122,113,1,1,1,5,111,137,2,2_1
2,0,1110,112,1,1,1,2,112,133,1,5_4_9
2,0,1122,114,1,1,1,1,111,135,2,5_4_9
2,1,1121,112,1,1,2,3,120,133,2,5_4_9
2,0,1122,114,1,1,1,3,111,136,2,5_4_9
2,0,1140,113,1,1,1,2,111,131,4,5_4_9
2,0,1122,113,1,2,2,3,111,131,2,5_4_9
1,0,1140,112,1,1,3,3,111,134,2,5_4_9
1,0,1110,114,1,1,1,3,112,135,1,5_4_9
1,0,1122,113,1,1,1,2,111,136,2,5_4_9
1,0,1110,113,1,1,1,3,111,131,1,5_4_9
1,1,1121,112,1,1,1,4,111,131,2,2_1
2,0,1122,114,1,1,1,3,111,132,2,5_4_9
2,0,1122,125,1,1,1,3,111,138,2,5_4_9
1,0,1110,125,1,1,1,3,111,135,1,5_4_9
1,1,1122,114,1,1,1,5,111,124,2,2_1
1,0,1121,112,1,1,1,5,111,135,2,2_1
2,1,1122,113,1,1,1,3,111,138,2,5_4_9
1,0,1122,114,1,1,1,5,120,135,2,2_1
2,1,1122,113,1,1,1,2,111,139,2,5_4_9
1,1,1122,125,1,1,1,3,120,111,2,2_1
1,0,1122,113,1,1,1,5,111,135,2,2_1
1,1,1122,125,1,1,3,5,111,136,2,2_1
2,0,1110,125,1,1,1,3,112,133,1,5_4_9
2,0,1110,125,1,1,1,3,112,131,1,5_4_9
1,0,1110,125,1,2,1,2,112,131,1,5_4_9
2,0,1121,112,1,1,1,2,120,132,2,2_1
1,1,1210,111,1,1,1,2,120,111,1,2_1
2,0,1210,111,1,1,1,3,111,131,1,5_4_9
1,1,1121,112,1,1,1,3,111,131,2,5_4_9
2,1,1140,112,1,1,1,5,111,137,4,2_1
2,0,1210,111,2,1,1,3,111,135,1,5_4_9
2,0,1121,112,1,1,1,4,111,136,2,5_4_9
1,0,1122,125,1,1,1,5,111,138,2,2_1
2,1,1210,111,1,1,1,5,111,139,1,2_1
2,0,1210,111,1,1,1,5,111,138,1,5_4_9
2,0,1121,112,1,1,1,1,111,133,2,5_4_9
1,0,1122,113,1,1,1,3,111,122,2,2_1
1,1,1121,112,1,1,1,3,111,131,2,5_4_9
2,0,1122,113,1,1,1,5,111,137,2,2_1
1,0,1121,112,1,1,1,3,111,136,2,5_4_9
2,0,1122,114,1,1,1,5,111,138,2,2_1
1,0,1122,114,1,1,1,3,111,131,2,2_1
1,0,1122,114,1,1,1,2,111,133,2,5_4_9
2,0,1210,111,1,1,1,2,111,135,1,5_4_9
2,1,1210,111,1,1,1,1,111,135,4,5_4_9
2,0,1121,112,1,1,1,2,111,138,2,5_4_9
2,1,1121,112,1,1,1,2,111,135,2,5_4_9
2,0,1122,113,1,1,1,2,111,135,2,5_4_9
1,1,1122,113,1,1,1,5,111,137,2,2_1
2,0,1122,114,1,1,1,3,120,138,2,5_4_9
2,1,1122,113,1,1,1,5,111,137,2,2_1
1,1,1122,114,1,1,1,5,111,137,2,2_1
2,0,1122,113,1,1,1,3,120,135,2,5_4_9
2,0,1121,112,1,1,1,2,111,132,2,5_4_9
2,1,1121,112,1,1,1,3,111,137,2,2_1
1,0,1110,114,1,1,1,2,112,131,1,5_4_9
1,0,1122,125,1,1,3,2,111,135,2,5_4_9
1,0,1122,114,1,1,1,3,120,111,2,2_1
2,0,1122,114,1,1,1,4,111,135,2,5_4_9
1,0,1122,113,1,1,1,5,111,137,2,2_1
1,0,1110,126,1,1,1,2,112,131,1,5_4_9
2,1,1140,112,1,1,1,2,111,135,3,5_4_9
1,0,1121,112,1,1,1,3,111,131,2,2_1
1,0,1131,112,1,1,1,4,111,122,1,2_1
1,0,1131,112,1,1,3,1,111,133,1,5_4_9
2,0,1122,114,1,1,1,3,111,138,2,5_4_9
1,0,1122,114,1,1,1,2,111,133,2,5_4_9
2,1,1122,114,1,1,1,2,111,135,2,5_4_9
2,0,1132,114,1,1,1,2,111,131,4,5_4_9
2,0,1110,125,1,1,1,3,112,138,1,5_4_9
1,0,1122,114,1,1,1,3,111,132,2,5_4_9
2,0,1122,125,1,1,1,3,111,138,2,5_4_9
2,0,1122,114,1,1,1,1,111,138,2,5_4_9
1,0,1122,113,1,1,1,3,120,139,2,5_4_9
2,1,1121,112,1,1,1,2,111,135,2,5_4_9
1,0,1131,112,1,1,1,3,120,132,1,2_1
2,0,1210,111,1,2,2,2,111,131,1,5_4_9
2,1,1210,111,1,1,1,5,111,135,4,2_1
2,0,1122,114,1,1,1,5,120,138,2,2_1
2,1,1210,111,1,1,3,5,111,135,3,2_1
2,0,1220,113,2,1,1,2,112,132,1,5_4_9
1,1,1121,112,1,1,1,2,111,122,2,2_1
1,0,1121,112,1,1,1,3,111,135,2,2_1
2,0,1122,114,1,1,1,5,111,131,2,5_4_9
2,0,1121,112,1,1,1,3,111,135,2,5_4_9
1,0,1210,111,1,1,1,1,111,135,1,5_4_9
2,0,1122,113,1,1,1,3,111,131,2,5_4_9
1,1,1122,113,1,1,1,5,111,136,2,2_1
2,0,1110,125,1,1,1,3,112,138,1,5_4_9
1,0,1131,112,1,1,1,5,111,122,1,2_1
1,0,1110,114,1,1,1,2,112,111,1,5_4_9
1,0,1131,112,1,1,1,3,120,111,1,2_1
1,0,1131,112,1,1,1,3,120,111,1,2_1
2,0,1210,111,1,1,1,3,120,139,1,2_1
1,1,1210,111,1,1,1,5,111,133,1,2_1
1,0,1210,111,1,1,1,5,111,135,1,5_4_9
2,1,1122,113,1,1,1,2,111,132,2,5_4_9
1,0,1131,112,1,1,1,3,111,122,1,2_1
1,1,1210,111,1,1,1,5,111,124,1,2_1
2,0,1110,114,1,1,1,2,111,131,1,5_4_9
2,1,1210,111,1,1,3,2,111,138,3,5_4_9
2,0,1122,113,1,1,1,3,111,135,2,5_4_9
2,0,1132,113,2,1,1,1,111,138,4,5_4_9
2,0,1110,114,1,1,1,2,112,131,1,5_4_9
2,0,1122,125,1,1,1,2,111,122,2,5_4_9
2,0,1122,113,1,1,1,5,111,135,2,2_1
2,0,1210,111,1,1,1,5,111,135,1,2_1
2,0,1110,114,1,1,1,4,112,122,1,5_4_9
1,0,1210,111,1,1,1,5,111,122,1,2_1
2,0,1122,114,1,1,1,5,111,138,2,2_1
2,0,1122,126,1,1,1,3,111,138,2,5_4_9
2,0,1210,111,1,1,1,3,111,131,4,5_4_9
1,1,1121,112,1,1,1,2,111,131,2,5_4_9
2,0,1122,114,1,1,1,5,111,133,2,2_1
1,0,1131,112,1,1,1,4,111,134,1,2_1
1,1,1122,114,1,1,1,2,111,132,2,2_1
2,1,1122,113,1,1,1,3,111,138,2,5_4_9
2,0,1122,114,1,1,1,5,111,137,2,2_1
2,1,1140,112,1,1,1,5,111,136,4,2_1
2,0,1122,114,1,2,1,3,111,131,2,5_4_9
2,0,1122,125,1,1,1,3,111,136,2,5_4_9
1,1,1122,113,1,1,1,5,111,138,2,5_4_9
2,0,1122,125,1,1,1,5,111,138,2,2_1
2,1,1121,112,1,1,1,1,120,111,2,2_1
2,0,1122,114,1,1,1,2,120,135,2,2_1
2,0,1110,125,1,1,1,2,112,132,1,5_4_9
2,0,1122,125,1,1,1,3,111,131,2,2_1
1,1,1122,113,1,1,1,5,111,138,2,2_1
1,1,1122,114,1,1,1,4,111,122,2,2_1
1,0,1131,112,1,1,1,5,111,136,1,2_1
2,1,1210,111,1,1,1,2,111,138,4,5_4_9
1,0,1122,114,1,1,1,4,111,131,2,2_1
2,1,1140,112,1,1,1,3,111,138,4,2_1
2,1,1122,125,1,1,1,5,111,137,2,2_1
1,0,1110,114,1,1,1,3,111,135,1,5_4_9
1,0,1110,113,1,1,1,3,111,133,1,5_4_9
1,0,1210,111,1,1,1,4,112,132,1,5_4_9
1,0,1110,113,1,1,1,5,111,135,1,2_1
2,0,1131,112,1,1,1,3,111,131,1,5_4_9
2,0,1122,114,1,1,1,4,111,135,2,5_4_9
1,0,1122,114,1,1,1,3,111,133,2,2_1
2,0,1110,114,1,1,1,2,112,138,1,5_4_9
1,0,1122,114,1,1,1,5,111,135,2,2_1
1,0,1122,114,1,2,2,2,111,135,2,2_1
1,1,1122,114,1,1,1,3,111,122,2,2_1
1,0,1122,125,1,1,1,3,111,131,2,2_1
1,1,1132,114,1,1,2,3,111,138,4,2_1
2,0,1210,111,1,1,1,5,111,135,1,2_1
1,0,1131,112,1,1,1,3,111,122,4,2_1
1,0,1132,113,1,1,1,1,111,122,1,5_4_9
2,0,1110,113,1,1,1,3,111,135,1,5_4_9
1,0,1122,114,1,1,1,5,111,124,2,2_1
2,0,1122,125,1,1,1,3,111,137,2,5_4_9
2,1,1122,113,1,1,1,2,111,138,2,5_4_9
2,0,1122,113,1,1,3,5,111,138,2,2_1
1,0,1121,112,1,1,1,4,111,122,2,5_4_9
2,0,1121,112,1,1,1,3,111,122,2,5_4_9
1,0,1121,112,1,1,1,5,111,139,2,2_1
2,0,1210,111,1,1,1,2,111,122,1,5_4_9
1,1,1140,112,1,1,1,3,111,135,4,5_4_9
1,1,1121,112,1,1,1,5,120,135,2,2_1
2,0,1122,113,1,1,1,2,111,131,2,5_4_9
1,1,1132,113,1,1,1,5,120,139,1,2_1
2,0,1122,113,1,1,1,3,111,131,2,5_4_9
1,0,1210,111,1,1,1,5,111,122,1,2_1
1,0,1220,125,1,1,1,3,112,138,1,5_4_9
2,0,1132,114,1,1,1,3,111,134,4,5_4_9
1,1,1121,112,1,1,1,5,111,138,2,2_1
2,0,1140,113,1,1,1,3,111,138,4,5_4_9
1,0,1122,125,1,2,2,5,111,135,2,2_1
1,0,1110,126,1,1,1,2,112,131,1,5_4_9
1,1,1122,114,1,1,1,5,111,137,2,2_1
1,0,1210,111,1,1,2,5,111,136,1,2_1
1,0,1122,114,1,1,1,3,111,122,2,2_1
2,0,1122,126,1,1,1,5,111,138,2,2_1
2,1,1121,112,1,1,1,3,111,137,2,2_1
1,1,1122,114,1,1,1,5,111,122,2,2_1
2,0,1140,113,1,1,1,2,111,135,4,5_4_9
1,0,1121,112,1,1,1,3,111,131,2,2_1
1,1,1121,112,1,1,1,3,111,122,2,2_1
2,0,1210,111,1,1,1,1,111,131,1,5_4_9
1,0,1110,114,1,1,1,3,111,132,1,5_4_9
2,0,1122,113,1,1,1,1,111,132,2,5_4_9
2,0,1121,113,1,1,1,3,111,135,2,5_4_9
1,1,1121,112,1,1,1,3,111,137,2,2_1
1,1,1122,113,1,1,1,5,111,122,2,2_1
1,0,1122,114,1,1,1,2,111,133,2,2_1
1,1,1121,112,1,1,1,4,111,122,2,2_1
2,0,1122,125,1,1,1,5,111,138,2,2_1
2,0,1122,114,1,1,1,1,111,134,2,5_4_9
2,0,1122,114,1,1,1,2,111,132,2,5_4_9
2,1,1121,112,1,1,1,2,120,124,2,5_4_9
2,0,1110,125,1,1,1,2,111,139,1,5_4_9
2,0,1132,113,1,1,1,5,111,136,1,2_1
1,0,1110,112,1,1,1,3,111,122,1,5_4_9
2,0,1122,125,1,1,2,1,111,135,2,5_4_9
2,0,1121,112,1,1,1,4,111,138,2,5_4_9
1,1,1140,112,1,1,1,2,111,124,4,5_4_9
2,0,1110,114,1,1,3,2,112,135,1,5_4_9
1,1,1122,114,1,1,1,5,111,135,2,2_1
2,1,1121,112,1,1,1,2,111,133,2,5_4_9
2,0,1122,114,1,1,1,5,111,138,2,2_1
2,1,1140,112,1,1,1,5,111,138,2,2_1
1,1,1122,113,1,1,1,3,120,131,2,2_1
1,0,1121,112,1,1,1,3,111,134,2,5_4_9
2,0,1122,114,1,1,1,2,111,132,2,5_4_9
2,0,1210,111,1,1,1,5,111,138,1,2_1
2,0,1110,112,1,1,1,3,111,133,1,5_4_9
2,0,1220,125,1,1,1,2,111,138,1,5_4_9
2,0,1122,113,1,1,1,5,111,137,2,2_1
1,0,1131,112,1,1,1,5,111,131,1,2_1
2,0,1122,125,1,1,1,2,111,131,2,5_4_9
1,1,1121,112,1,1,1,5,111,137,2,2_1
2,1,1140,114,1,1,1,1,111,124,3,5_4_9
1,0,1131,112,1,1,1,5,111,136,1,2_1
2,0,1110,114,1,1,1,2,112,139,1,5_4_9
2,0,1210,111,1,1,1,5,111,135,1,5_4_9
1,0,1110,112,1,1,1,2,112,135,1,5_4_9
1,0,1132,113,1,1,1,3,111,131,1,5_4_9
1,1,1122,114,1,3,3,5,111,135,2,2_1
1,0,1110,114,1,1,1,3,111,131,1,5_4_9
1,0,1122,114,2,1,1,3,111,136,2,5_4_9
1,0,1122,114,1,1,1,3,111,131,2,2_1
1,0,1210,111,1,1,1,5,111,134,4,2_1
1,0,1122,113,1,1,3,1,111,137,2,5_4_9
2,0,1122,113,1,1,1,2,111,135,2,5_4_9
2,1,1122,113,1,1,1,5,111,137,2,2_1
1,1,1122,114,1,1,3,3,111,134,2,2_1
2,0,1110,113,1,1,1,3,111,133,1,5_4_9
1,1,1122,114,1,1,1,4,111,134,2,2_1
2,1,1122,113,1,1,1,4,111,135,2,2_1
2,0,1122,113,1,1,1,5,111,131,2,5_4_9
2,0,1210,111,1,1,1,2,111,122,1,5_4_9
1,0,1131,112,1,1,1,2,111,135,1,2_1
1,0,1122,125,1,1,1,1,111,138,2,5_4_9
1,1,1131,112,1,1,1,5,111,133,4,2_1
2,0,1131,112,2,1,1,2,111,139,1,5_4_9
2,1,1210,111,1,1,3,3,111,131,1,5_4_9
1,0,1122,125,1,1,1,5,120,138,2,2_1
1,0,1210,111,1,1,1,0,111,138,1,5_4_9
2,1,1210,111,1,1,1,1,111,135,3,5_4_9
2,0,1122,125,1,1,1,5,111,136,2,2_1
2,0,1122,114,1,1,1,3,111,131,2,5_4_9
1,0,1122,113,1,1,1,3,111,131,2,5_4_9
1,0,1210,111,1,1,1,2,111,131,1,5_4_9
2,1,1122,113,1,1,1,2,111,131,2,5_4_9
1,0,1122,114,1,1,1,2,111,122,2,2_1
1,1,1131,112,1,1,1,5,111,139,4,2_1
1,0,1122,114,1,1,1,2,111,122,2,2_1
1,0,1110,114,1,1,1,2,111,131,1,5_4_9
2,0,1122,113,1,1,1,3,111,138,2,2_1
2,0,1122,113,1,1,1,5,111,137,2,2_1
1,0,1122,114,1,1,1,3,111,124,2,2_1
1,0,1110,114,1,1,1,2,111,122,1,5_4_9
2,0,1122,114,1,1,1,3,111,138,2,5_4_9
1,0,1210,111,1,1,1,4,112,122,1,5_4_9
1,0,1122,113,1,1,1,3,111,131,2,2_1
1,1,1122,114,1,1,1,5,111,136,2,2_1
2,1,1121,114,1,1,1,2,111,138,2,5_4_9
2,1,1121,112,1,1,1,2,111,138,2,5_4_9
2,0,1122,125,1,1,1,5,111,138,2,2_1
2,1,1121,112,1,1,1,1,111,131,2,5_4_9
2,0,1122,113,1,1,1,3,111,138,2,5_4_9
2,0,1131,112,1,1,1,3,112,135,1,5_4_9
1,0,1110,112,1,1,1,2,111,132,1,5_4_9
1,0,1210,111,1,1,1,3,111,133,1,5_4_9
1,0,1122,114,1,1,1,5,111,137,2,2_1
2,1,1121,112,1,1,1,2,111,138,2,5_4_9
2,0,1110,113,1,1,1,3,111,122,1,5_4_9
2,0,1220,113,2,1,1,5,111,137,1,2_1
1,1,1121,112,1,1,1,2,120,111,2,2_1
2,0,1122,113,1,1,1,3,120,131,2,2_1
1,0,1210,111,1,1,1,5,111,137,1,2_1
2,1,1210,111,1,1,1,1,111,138,3,5_4_9
2,1,1122,114,1,1,1,3,111,135,2,2_1
1,1,1121,112,1,1,1,3,111,122,2,2_1
2,1,1122,114,1,1,1,5,111,138,2,2_1
2,0,1122,114,1,1,1,3,111,135,2,5_4_9
1,0,1132,113,1,1,1,2,111,133,1,5_4_9
2,1,1121,112,1,1,1,1,111,132,2,5_4_9
2,0,1122,113,1,1,1,3,111,131,2,5_4_9
2,0,1131,112,1,1,1,3,111,135,1,5_4_9
2,1,1122,114,1,1,1,4,111,132,2,5_4_9
2,0,1121,112,1,1,1,3,111,131,2,5_4_9
1,0,1110,114,1,1,3,2,112,132,1,5_4_9
1,1,1122,125,1,1,1,3,111,136,2,5_4_9
1,0,1122,114,1,1,1,5,111,136,2,2_1
1,0,1110,113,1,1,1,2,112,132,1,5_4_9
1,0,1110,114,1,1,1,2,112,135,1,5_4_9
2,0,1210,111,1,1,1,5,111,138,1,2_1
1,0,1210,111,1,1,1,5,111,122,1,2_1
1,0,1110,114,1,1,1,3,112,132,1,5_4_9
1,1,1122,113,1,1,1,2,111,124,2,2_1
2,0,1122,114,1,1,1,5,111,137,2,2_1
2,0,1121,112,1,1,1,5,111,138,2,5_4_9
1,0,1110,114,1,1,1,3,112,135,1,5_4_9
2,1,1121,112,1,1,1,3,111,138,2,5_4_9
1,0,1110,125,1,1,1,2,112,131,1,5_4_9
1,0,1210,111,1,1,2,3,111,122,1,5_4_9
2,0,1132,113,1,1,1,5,111,137,1,2_1
1,0,1122,113,1,1,1,3,111,133,2,2_1
1,0,1210,111,1,1,1,3,111,122,1,5_4_9
1,0,1110,114,1,1,1,3,112,133,1,5_4_9
1,0,1121,112,1,1,1,3,111,139,2,2_1
1,0,1210,111,1,1,1,3,111,131,1,5_4_9
2,0,1122,113,1,1,1,3,111,138,2,5_4_9
2,0,1122,125,1,1,3,2,111,135,2,5_4_9
2,0,1110,125,1,1,1,2,111,131,1,5_4_9
2,0,1110,113,1,1,1,3,112,131,1,5_4_9
2,0,1131,112,1,1,3,5,111,133,1,5_4_9
1,1,1122,114,1,1,1,5,111,122,2,2_1
2,0,1131,112,1,1,2,5,111,137,1,5_4_9
1,0,1110,113,1,1,1,2,111,132,1,5_4_9
2,0,1121,112,1,1,1,5,111,134,2,2_1
2,0,1110,125,1,1,1,2,112,131,1,5_4_9
2,0,1210,111,1,1,1,3,112,135,1,5_4_9
2,0,1121,112,1,1,1,4,111,131,2,2_1
1,1,1121,112,1,1,1,1,111,122,2,2_1
2,0,1210,111,1,1,1,3,111,136,1,5_4_9
1,0,1131,112,1,1,1,5,111,135,1,2_1
1,0,1121,112,1,1,1,3,111,131,2,2_1
2,0,1110,125,2,1,1,3,111,137,1,5_4_9
1,0,1121,112,1,1,1,2,111,136,2,5_4_9
2,0,1131,112,1,1,1,3,111,131,1,2_1
